head,date,text,イベント,景気,物価,金利,マネーサプライ,貿易収支,雇用,個人消費,介入,要人発言,他通貨,石油,政治,株,債権
英経済指標【CIPS製造業PMI】,2009年1月2日（金）18:31:00,"＊CIPS製造業PMI（12月）18:30
結果　34.9
予想　33.6　前回　34.5（34.4から修正）",,,,,,,,,,,,,,,
ロンドン市場　英製造業PMI予想上回るも、モーゲージ承認件数が弱い,2009年1月2日（金）18:40:00,"東京時間18:30の英経済指標、12月の英CIPS製造業PMIは34.9と予想および前回を上回り、最低水準更新はまぬがれた。しかし、11月のモーゲージ承認件数が27千件と前回の31千件を下回り、上昇の兆しをみせなかった。
ユーロポンドが0.95台後半から0.96近辺へと上昇するなどポンド売りの反応がみられている。この後は東京時間19時にHBOS住宅価格が発表される。

EUR/GBP　0.9595　GBP/JPY　132.62　GBP/USD　1.4544",,,,,,,,,,,,,,,
欧州株 ほぼ全面高、鉱山や自動車関連が買われる,2009年1月2日（金）18:48:00,"東京時間18:43現在
英FT100　 4465.09（+30.92　+0.70%）
独DAX　　4877.08（+66.88　+1.42%）
仏CAC40　 3255.75（+37.78　+1.17%）

【鉱山株】
東京時間18:44現在
アントファガスタ　　　　 441.00（+15.50　+3.64%）
ベダンタ・リソーシズ　 662.00（+50.50　+8.26%）
アングロ・アメリカン　 1587.00（+41.00　+2.65%）
カザフミス　　　　　　 244.00（+13.00　+5.63%）
ＢＨＰビリトン　　　　 1335.00（+41.00　+3.17%）
リオ・ティント　　　　　 1543.00（+53.00　+3.56%）
エクストラータ　　　　 664.50（640.00　+3.83%）
ロンミン　　　　　　　　　　 991.00（+80.00　+8.78%）

【自動車株】
東京時間18:45現在
ダイムラー　 27.23（+0.53　+1.97%）
ＢＭＷ　　　　 21.99（+0.38　+1.76%）
Ｖワーゲン　 254.05（+4.05　+1.62%）
ルノー　　　　 19.50（+0.95　+5.12%）
プジョー　　　 12.52（+0.37　+3.05%）

【銀行株】
東京時間18:46現在
ＨＳＢＣ　　　　　　 676.00（+14.00　+2.11%）
ＲＢＳ　　　　　　　　50.90（+1.50　+3.04%）
バークレイズ　　　156.70（+3.30　+2.15%）
Ｓチャータード　 864.00（-11.00　-1.26%）
ロイズＴＳＢ　　　　 127.70（+1.70　+1.35%）
ドイツ銀行　　　　　　28.10（+0.27　+0.95%）
コメルツバンク　　 6.68（+0.04　+0.53%）
ＢＮＰパリバ　　　　 30.99（+0.74　+2.45%）
ソシエテ　ジェネラル　 36.68（+0.68　+1.89%）
クレディ・アグリコル　　 8.38（+0.38　+4.73%）",,,,,,,,,,,,,,,
英経済指標【HBOS住宅価格】,2009年1月2日（金）19:01:00,"＊HBOS住宅価格（12月）19:00
結果　-2.2%
予想　-1.6%　前回　-2.6%（前月比）
結果　-16.2%
予想　-16.6%　前回　-14.9%（3ヶ月平均・前年比）",,,,,,,,,,,,,,,
ロンドン市場　英住宅価格の低下続く、HBOSの住宅指標で,2009年1月2日（金）19:12:00,"英住宅金融最大手HBOSの発表した12月住宅価格指数は前月比-2.2％、前年比（3ヶ月平均）-16.2％と弱い結果だった。HBOSは、需要面からの下支えの兆候が見られる一方、金融面からは依然として下落圧力が続くと述べていた。
ポンド相場は目立った反応を示していない。ユーロポンドは0.95台後半、ポンド円は133円前後、ポンドドルは1.45台後半で推移している。

GBP/USD　1.4565　GBP/JPY　132.80　EUR/GBP　0.9577",,,,,,,,,,,,,,,
通貨オプション　ボラティリティー　全般に上昇傾向,2009年1月2日（金）19:34:00,"USD/JPY　　EUR/USD　　EUR/JPY　　GBP/USD
1WK　　　　15.02　　　　25.01　　　　21.31　　　　23.02
1MO　　　　18.01　　　　24.51　　　　22.01　　　　22.01
3MO　　　　18.01　　　　23.00　　　　21.75　　　　21.61
6MO　　　　16.85　　　　21.00　　　　21.44　　　　20.50
9MO　　　　16.01　　　　20.25　　　　21.20　　　　20.00
1YR　　　　15.16　　　　19.50　　　　21.01　　　　19.50

　　　　　　　　　
　　　　　GBP/JPY　　AUD/USD　　USD/CHF
1WK　　　　24.33　　　　22.76　　　　25.01
1MO　　　　25.03　　　　27.26　　　　24.26
3MO　　　　24.76　　　　26.50　　　　22.10
6MO　　　　24.45　　　　25.00　　　　19.64
9MO　　　　24.21　　　　24.00　　　　18.73
1YR　　　　24.02　　　　23.00　　　　17.90
東京時間18:30現在　参考値

新年1月2日のロンドン・通貨オプション市場では、全般にボラティリティーの上昇が観測されている。ドル円1weekは31日ロンドン市場の13.5％から15％近辺へと上昇した。特に、年末大きく荒れたポンド関連の上昇が目立つ。ポンドドルは20.5％から23％へ、ポンド円は21.6％から24.3％へと水準を上げた。昨年末からドルの値動きが方向性を示さず、売り買い両サイドのヘッジ需要が高まっている模様。",,,,,,,,,,,,,,,
ロンドン市場　ドル円　91.10-30レベルで揉み合い,2009年1月2日（金）19:56:00,"年初のアジア市場で91円乗せとなったドル円は、ロンドン市場序盤に91.30レベルまで高値を伸ばした。しかし、その後は91.10から91.30のレンジ取引が続いている。ユーロやポンドといった欧州通貨が対ドルで100ポイント超のレンジで動いていることと比べて値動きは限定的になっている。

USD/JPY　91.13　EUR/USD　1.3930　GBP/USD　1.4504",,,,,,,,,,,,,,,
アジア株　年明け、堅調な市場が目立つ,2009年1月2日（金）20:10:00,"東京時間19:58現在

香港ハンセン指数　　 15042.81（+655.33　+4.55%）
韓国総合株価指数　 1157.40（+32.93　+2.93%）
豪ASX200指数　　　 3713.80（-8.50　-0.23%）
インドSENSEX30種　 9958.22（+54.76　+0.55%）
シンガポールST指数　 1829.71（+68.15　+3.87%）

年明けのアジア株各株式市場は堅調なスタートを切った。香港ハンセン指数は4％を超える大幅高となった。年末の米株式市場が堅調だったことで、米新政権の経済対策への期待が広がった。指数を構成する全セクターが値上がりし、特に資源、金融、通信が買われていた。香港以外でもシンガポールSTが3％強、韓国総合が3％弱と大幅高だった。",,,,,,,,,,,,,,,
米株価指数先物　時間外取引　小幅安で始まるも、下げ渋り,2009年1月2日（金）20:16:00,"東京時間20:13現在
ダウ平均先物3月限　8731.00（+4.00　+0.05%）
S&P500;先物3月限　899.60（-0.50　-0.06%）
NASDAQ100先物3月限　1209.25（-3.25　-0.27%）",,,,,,,,,,,,,,,
ロンドン市場　ポンド　上値の重い展開も,2009年1月2日（金）20:50:00,"ロンドン市場前半は、ポンドがじり安の展開だった。ポンドドルは1.46近辺から1.4430レベルまで、ポンド円は133円近辺から一時131.60台まで軟化した。ユーロポンドも0.94台半ばから0.96台半ばまで買い戻されてアジアタイムでのポンド売りの動きを消した。現在は、ややポンド売りに調整が入っておりNY市場にかけて流れが変わるか注意しておきたい。

GBP/USD　1.4497　GBP/JPY　132.22　EUR/GBP　0.9615",,,,,,,,,,,,,,,
米株価指数先物　時間外取引　GMやシティ買われ堅調に,2009年1月2日（金）20:54:00,"東京時間20:52現在
ダウ平均先物3月限　8784.00（+57.00　+0.64%）
S&P500;先物3月限　905.90（+5.80　+0.64%）
NASDAQ100先物3月限　1218.75（+6.25　+0.52%）",,,,,,,,,,,,,,,
テクニカルポイント　ドル円、21日移動平均を上抜ける,2009年1月2日（金）21:30:00,"102.58　200日移動平均
99.57　100日移動平均
99.48　一目均衡表・雲（上限）
95.62　一目均衡表・雲（下限）
93.32　ボリンジャーバンド　2σ上限（21日間）
91.56　エンベロープ1%上限（10日間）
91.44　一目均衡表・基準線
91.24　現値
90.73　21日移動平均
90.65　10日移動平均
90.54　一目均衡表・転換線
89.75　エンベロープ1%下限（10日間）
88.14　ボリンジャーバンド　2σ下限（21日間）

年初のドル円相場は、91円台に乗せている。現在の水準は21日移動平均を上抜けており、12月下げ相場から中立に転換したと判断される。この後は、上昇トレンドへと移行していくのか、10日移動平均と21日移動平均のゴールデンクロスが手がかりとなろう。",,,,,,,,,,,,,,,
NY市場　早朝、ドル買いが優勢に,2009年1月2日（金）21:37:00,"アーリー・ニューヨークが参加し始める時間帯となり、ドル買いが優勢になってきている。ユーロドルは1.39台前半から1.39割れへ、ポンドドルは1.45近辺から1.44台前半へと軟化している。ドル円もつれ高となり再び91.30レベルと、高値水準を試している。NYダウ平均先物がプラス圏で推移していることがドル買いの手がかりとなっている模様。

EUR/USD　1.3887　GBP/USD　1.4416　USD/JPY　91.30",,,,,,,,,,,,,,,
NY市場　この後のイベント,2009年1月2日（金）21:56:00,"3日0:00　ISM製造業景気指数（12月）
　　　　　予想　35.4　前回　36.2",,,,,,,,,,,,,,,
米株価指数先物　時間外取引　反落、S&P;とナスダックがマイナス圏へ,2009年1月2日（金）22:18:00,"東京時間22:16現在
ダウ平均先物3月限　8736.00（+9.00　+0.10%）
S&P500;先物3月限　899.30（-0.80　-0.09%）
NASDAQ100先物3月限　1208.50（-4.00　-0.33%）",,,,,,,,,,,,,,,
NY市場　ピボット分析,2009年1月2日（金）22:40:00,"ピボット分析　東京時間（22:39現在）

ドル円
現値91.28　高値91.46　安値90.60

92.49　ハイブレイク
91.97　抵抗2
91.63　抵抗1
91.11　ピボット
90.77　支持1
90.25　支持2
89.91　ローブレイク

ユーロ円
現値126.77　高値127.57　安値126.04

129.08　ハイブレイク
128.32　抵抗2
127.55　抵抗1
126.79　ピボット
126.02　支持1
125.26　支持2
124.49　ローブレイク

ポンド円
現値131.93　高値134.73　安値131.40

137.30　ハイブレイク
136.02　抵抗2
133.97　抵抗1
132.69　ピボット
130.64　支持1
129.36　支持2
127.31　ローブレイク",,,,,,,,,,,,,,,
NY債券　各国の長期金利,2009年1月2日（金）23:20:00,"各国の長期金利（NY時間09:20）（%）
米2年債　 0.740（-0.024）
米10年債　2.172（-0.039）
米30年債　2.634（-0.042）
ユーロ圏　2.925（-0.025）
英　国　　3.015（-0.005）
カナダ　　2.678（-0.004）
豪　州　　3.959（-0.026）
日　本　　1.175（休場）",,,,,,,,,,,,,,,
NY原油・金　原油はほぼ変わらず,2009年1月2日（金）23:21:00,"NY原油先物2月限（WTI）（NY時間09:19）
1バレル＝44.51（-0.09　-0.20%）
NY金先物2月限（COMEX）
1オンス＝876.30（-8.00　-0.90%）",,,,,,,,,,,,,,,
まもなくISM製造業景気指数の発表,2009年1月2日（金）23:25:00,"まもなく3日0時に米ISM製造業景気指数が発表される。市場予想は35.4と、景気判断の分岐点（50）を大きく下回る見通し。金融危機の深刻化で米国経済は悪化の一途を辿っている。5ヶ月連続で悪化した反動で持ち直す可能性もあるが、景気不安払拭には不十分だろう。1月9日には米雇用統計が発表される。製造業の雇用を判断する上で雇用指数の結果にも注目したい。

＊ISM製造業景気指数（12月）3日0:00
予想　35.4　前回　36.2",,,,,,,,,,,,,,,
NY市場　ドル買い一服、ISMに焦点,2009年1月2日（金）23:27:00,"先ほどからドル買いが一服している。ドル円は91円台半ばから91円台前半へと反落したほか、ユーロドルは1.38台半ばから1.39台前半へと反発した。ISM製造業指数の発表を控え、ドル買いの調整が出ているようだ。時間外取引のダウ平均先物は一時下げに転じるなど伸び悩んでいる。

USD/JPY　91.19　EUR/USD　1.3913",,,,,,,,,,,,,,,
NY株式　2009年、小幅高で始まる,2009年1月2日（金）23:45:00,"NY株式2日（NY時間09:44）
ダウ平均　　　8799.49（+23.10　+0.27%）
S&P500;　　　　904.70（+1.45　+0.16%）
ナスダック　　　1579.23（+2.20　+0.14%）

CME日経平均先物　9220（大証終比：+470　+5.32%）

出来高（億株）
NYSE　　　　0.64
ナスダック　1.02

ダウ採用銘柄
J&J;　　　　　　　59.65（-0.18　-0.30%）
P&G;　　　　　　　61.46（-0.36　-0.59%）
デュポン　　　　　25.43（+0.13　+0.52%）
ボーイング　　 　42.90（+0.23　+0.56%）　
キャタピラー　　 45.01（+0.34　+0.78%）　
ユナイテッド　　 53.33（-0.27　-0.51%）　
アルコア　　　 　11.69（+0.43　+4.02%）　
HP　　　　　　 　35.91（-0.38　-1.05%）　
GE　　　　　 　　16.45（+0.25　+1.58%）　
3M　　　　　　 　57.88（+0.34　+0.59%）　
エクソンモビル　 79.42（-0.41　-0.52%）　
シェブロン　　 　73.90（-0.07　-0.10%）　
コカコーラ　　 　45.32（+0.05　+0.11%）　
ディズニー　　 　22.70（+0.01　+0.04%）　
マクドナルド　 　63.09（+0.90　+1.46%）　
ウォルマート　　56.97（+0.91　+1.65%）
ホームデポ　　　23.43（+0.41　+1.77%）
JPモルガン　　　31.04（-0.11　-0.35%）
シティG　　　　 6.88（+0.17　+2.50%）
バンカメ　　　　 13.97（-0.11　-0.83%）
アメックス　　　 18.72（+0.17　+0.94%）　
クラフト　　　　　　 26.69（-0.16　-0.60%）
IBM　　　　　　84.08（-0.08　-0.10%）
AT&T;　　　　　 28.88（+0.38　+1.35%）
ベライゾン　　　33.95（+0.05　+0.15%）
マイクロソフト　 19.54（+0.10　+0.52%）
インテル　　　 　14.53（-0.13　-0.88%）
ファイザー　　　17.82（+0.11　+0.62%）
メルク　　　　 　30.76（+0.36　+1.22%）
GM　　　　　 　3.57（+0.37　+9.74%）",,,,,,,,,,,,,,,
