head,date,text,景気,物価,金利,マネーサプライ,,,,,,,,,,
東京市場　豪ドル、企業買収報道には反応薄,2009年4月1日（水）08:43:00,"先ほど中国五鉱集団が豪州の資源会社OZミネラルズの資産を約17.5億豪ドルで買収する提案を行ったとの報道が伝わった。今のところ、買収報道による豪ドル買いの動きは見られない。豪ドル円は68円台半ば、豪ドル/ドルは0.69台前半で小動き。

AUD/USD　0.6915　AUD/JPY　68.46",,,,,,,,,,,,,,
寄付き前の外資系証券経由の注文状況　差し引き120万株の買い越し観測,2009年4月1日（水）08:48:00,"差し引き120万株の買い越し観測
売り注文　1410万株
買い注文　1530万株",,,,,,,,,,,,,,
日本経済指標【日銀短観】,2009年4月1日（水）08:51:00,"＊日銀短観（第1四半期）8:50
結果　-58
予想　-55　前回　-24（大企業製造業・業況判断）
結果　-51
予想　-52　前回　-36（大企業製造業・先行き）
結果　-31
予想　-25　前回　-9（大企業非製造業・業況判断）
結果　-30
予想　-25　前回　-14（大企業非製造業・先行き）
結果　-6.6%
予想　-12.0%　前回　-0.2%（大企業全産業・設備投資）",,,,,,,,,,,,,,
東京市場　景況感悪化、円売りの反応,2009年4月1日（水）08:58:00,"先ほど発表された日銀短観は製造業、非製造業とも景況感が大幅な悪化を記録した。発表後は円売りが進んでいる。ドル円は99.10付近から99.40付近まで上昇した。クロス円も強含み。日本の景気悪化を嫌気して円売りが進む構図となっている。このあとの株式市場の反応にも注目したい。

USD/JPY　99.40　EUR/JPY　131.78　GBP/JPY　142.72",,,,,,,,,,,,,,
日経平均　寄り付き　63.83円高　8173.36円,2009年4月1日（水）09:01:00,,,,,,,,,,,,,,,
東京市場　ドル円急落、米大統領の発言で,2009年4月1日（水）09:05:00,"ドル円が急反落している。先ほど関係筋の話としてオバマ米大統領の発言が伝わっている。大統領はGMにとって破産法申請が最善の選択肢との認識を示した。ドル円は99.40付近から98円台前半まで急落している。

USD/JPY　98.46",,,,,,,,,,,,,,
本日の新規投信設定情報（なし)  ,2009年4月1日（水）09:20:00,本日の新規投信設定はありません。  ,,,,,,,,,,,,,,
東京市場　円高再燃、自動車不安続く,2009年4月1日（水）09:21:00,"先ほどから円高が再燃している。オバマ米大統領がGMにとって破産法申請が最善の選択肢との認識を示したことが背景。同業のクライスラーについても破産・売却を準備と厳しい見方を示している。発言報道後、ドル円は約1円、ユーロ円は2円弱、ポンド円は2円弱の下落を演じている。日経平均は反発して始まったが、下げに転じている。

USD/JPY　98.58　EUR/JPY　130.34　GBP/JPY　141.12",,,,,,,,,,,,,,
豪経済指標【小売売上高】,2009年4月1日（水）09:30:00,"＊小売売上高（2月）9:30
結果　-2.0%
予想　-0.5%　前回　0.2%（前月比）",,,,,,,,,,,,,,
豪経済指標【住宅建設許可件数】,2009年4月1日（水）09:31:00,"＊住宅建設許可件数（2月）9:30
結果　7.8 %
予想　1.5%　前回　-3.7%（前月比）
結果　-25.5%
予想　-30.0%　前回　-33.5%（前年比）",,,,,,,,,,,,,,
東京市場　豪ドル、経済指標はまちまち,2009年4月1日（水）09:34:00,"先ほど発表された豪経済指標はまちまち。2月の小売売上高は前月比-2.0%と事前予想を上回る落ち込みを記録したが、同月の住宅建設許可件数は前月比7.8%と事前予想を上回る伸びを記録している。豪ドル/ドルは0.68台後半、豪ドル円は67円台後半で推移。指標結果に大きな反応を示していない。

AUD/USD　0.6866　AUD/JPY　67.77",,,,,,,,,,,,,,
東京市場　ドル円下げ渋る、一時99円台回復,2009年4月1日（水）09:51:00,"ドル円が下げ渋っている。先ほど一時99円台を回復した。東京市場では日銀短観の発表後、99.40レベルまで上昇。その後、オバマ米大統領の自動車問題を巡る発言で98.20レベルまで急落するなど荒い値動きを示現している。日本の景気悪化を嫌気した円売りとリスク懸念による逃避的な円買いで売買が交錯している。なお、日経平均は一時マイナス圏に転じたが、現在は100円近く上昇するなど持ち直している。

USD/JPY　98.90",,,,,,,,,,,,,,
東京仲値　98.89円　三菱東京UFJ銀行,2009年4月1日（水）09:56:00,,,,,,,,,,,,,,,
米株価指数先物　時間外取引　GM破たん懸念受け下落,2009年4月1日（水）10:12:00,"東京時間10:11現在
ダウ平均先物6月限　7479.00（-83.00　-1.12%）
S&P500;先物6月限　784.30（-10.50　-1.32%）
NASDAQ100先物6月限　1221.25（-16.25　-1.31%）",,,,,,,,,,,,,,
中国人民銀行　人民元中心レート　1ドル＝6.8349元,2009年4月1日（水）10:18:00,,,,,,,,,,,,,,,
東京市場　円売り根強い、欧州通貨売り落ち着けば、再び上値追いの可能性も,2009年4月1日（水）10:22:00,"オバマ大統領がGMにとって破産法申請が最善の選択肢との認識を示しているとの関係筋の話が伝わったことで、為替市場では欧州通貨売りが強まっている。ユーロドルは一時1.31台に下落、ポンドドルも1.42台に下落した。

日本株は買い戻しが強まっていることから、日経平均は150円超の上昇となっているものの、米株先物が時間外取引で各指数とも1％超下げており、欧州通貨の売りを誘っている面も。

ただ、円売りの動きになお根強さもあり、欧州通貨売りが一段落すれば、日本株の上昇を材料に、ドル円、クロス円は再び上値追いの可能性も。

USD/JPY　98.98　EUR/JPY　130.91　GBP/JPY　141.73",,,,,,,,,,,,,,
NY原油・金　時間外取引　GM破たん懸念強まり、原油反落,2009年4月1日（水）10:25:00,"東京時間10:23現在
NY原油先物5月限（WTI）（時間外取引）
1バレル＝48.39（-1.27　-2.56%）
NY金先物6月限（COMEX）（時間外取引）
1オンス＝923.40（-1.60　-0.17%）

原油は時間外で反落している。オバマ大統領がGMにとって破産法申請が最善の選択肢との認識を示しているとの関係筋の話が伝わったことで、警戒感が強まったようだ。

一方、金は方向感がなく、920ドル前後での値動きに終始している。",,,,,,,,,,,,,,
東京市場　GMに関する報道を否定も,2009年4月1日（水）10:28:00,"ドル円は99円台を回復、ストップを巻き込んで再び上値をトライする動きとなっている。

ロイター通信が、米大統領がGMのプレパッケージ型破産法適用が最善と決断したとの報道は「正確ではない」と政府高官が朝方の報道を否定していると伝えている。

USD/JPY　99.20",,,,,,,,,,,,,,
通貨オプション　ボラティリティー クロス円のボラ低下,2009年4月1日（水）10:40:00,"USD/JPY　　EUR/USD　　EUR/JPY　　GBP/USD
1WK　　　　21.07　　　　20.31　　　　24.54　　　　20.01
1MO　　　　18.00　　　　18.45　　　　22.43　　　　18.25
3MO　　　　16.41　　　　18.00　　　　21.62　　　　17.80
6MO　　　　15.14　　　　17.75　　　　21.00　　　　17.70
9MO　　　　14.50　　　　17.70　　　　20.71　　　　17.60
1YR　　　　14.12　　　　17.50　　　　20.53　　　　17.50

　　　　　　　　　
　　　GBP/JPY　　AUD/USD　　USD/CHF
1WK　　　　28.05　　　　25.01　　　　18.31
1MO　　　　26.19　　　　23.01　　　　16.46
3MO　　　　25.07　　　　21.70　　　　15.90
6MO　　　　24.35　　　　20.80　　　　15.45
9MO　　　　24.03　　　　20.20　　　　15.34
1YR　　　　23.84　　　　19.90　　　　15.10
東京時間10:30現在　参考値

東京タイムの通貨オプション市場は、円安の動きから、ロンドンタイムと比較してユーロ円とポンド円の期近1weekのボラが低下している。ドル円は変わらず。",,,,,,,,,,,,,,
アジア株　上昇して始まる,2009年4月1日（水）10:51:00,"東京時間10:51現在

香港ハンセン指数　　 13746.18（+170.16　+1.26%）
中国上海総合指数　 2390.62（+17.41　+0.73%）
中国　シンセン総合指数　 791.44（+7.36　+0.94%）
台湾加権指数　　　　 5310.23（+99.39　+1.91%）
韓国総合株価指数　 1229.12（+22.86　+1.90%）
豪ASX200指数　　　 3590.40（+8.30　+0.23%）",,,,,,,,,,,,,,
日経平均　前引け　242.15円高　8351.68円,2009年4月1日（水）11:01:00,,,,,,,,,,,,,,,
東京市場　豪政策金利、一部では据え置きとの見方も,2009年4月1日（水）11:17:00,"オバマ大統領がGMにとって破産法申請が最善の選択肢との認識を示しているとの関係筋の話が伝わったことで、為替市場では円買いの動きが強まり、豪ドル円は一時67.70近辺まで下落したものの、その後、政府高官が報道は「正確ではない」と否定的なコメントも伝わったことで、68円台に買い戻されている。

きのう、バテリーノ豪中銀副総裁は、必要なら利下げの余地があると、追加利下げの可能性を示唆、来週7日の豪中銀政策金利は0.5％の引き下げを実施するのではとの期待も高いが、一部地元紙の報道では、据え置きの見方を示す報道も出ており話題となっている。また、豪ドル買いを推奨するレポートなども出始めており、豪ドルの見直し気運も一部ではあるようだ。

AUD/JPY　68.15　AUD/USD　0.6891",,,,,,,,,,,,,,
東京市場　NZドル安値圏での取引続く　さすがに業を煮やしたか,2009年4月1日（水）11:46:00,"NZドルは下げ渋っているものの、本日の安値圏での取引が続いている。東京時間早朝のオセアニア市場でNZドルは急速に下落した。背景はボラードNZ中銀総裁の緊急声明で「NZ長期金利は過度に上昇」、景気認識についても「下振れリスク」と、これまでと変化がないことを強調している。NZ国債利回りは3月20日頃から急速に上昇、5年債利回りは3％台から一時4.6％台まで上昇していた。NZ中銀の金融緩和サイクルが近く終了するのではとの観測や、期末、特に日本の年度末に伴う実需売り（利回り上昇）も出ていたのかもしれない。連続利下げを実施してきたにもかかわらず、意図しない動きに、さすがの中銀も業を煮やしたようだ。

NZD/USD　0.5576　NZD/JPY　55.06",,,,,,,,,,,,,,
バルチック海運指数=03/31時点=,2009年4月1日（水）12:13:00,"バルチック海運指数
1615（前日比：-1.88%）
ハンディマックス・インデックス
688（前日比：-1.15%）
パナマックス・インデックス
1374（前日比：-4.18%）
ケープサイズ・インデックス
2734（前日比：14.87%）

＊バルチック海運指数はハンディマックス、パナマックス、ケープサイズなど船舶のサイズごとの海上運賃指数をまとめた総合指数。",,,,,,,,,,,,,,
通貨オプション　円コールオーバー縮小 ,2009年4月1日（水）12:16:00,"ドル円　2.60-2.90　円コールオーバー
ユーロ円　3.15-3.45　円コールオーバー
ポンド円　2.85-3.15　円コールオーバー

ドル円は、スポットが一時99円台に上昇したことで、円コールオーバーは縮小。

※リスクリバーサルとは
同じ権利行使期日、取引金額、25％デルタのコールとプットを反対売買したときの差額をあらわしたもの。理論上はコールとプットの価格は一致するが、実際のマーケットでは通貨の需給に偏りがあるため、差額が生じる。",,,,,,,,,,,,,,
